ID,no_financial_services,other_only,mm_only,mm_plus
2151,0.33886135,0.4872182,0.05135855,0.12256188
7096,0.30507287,0.6290403,0.021147463,0.04473937
2948,0.030005341,0.045363005,0.19699651,0.72763515
3583,0.28285268,0.5656184,0.05379565,0.09773331
2056,0.3975724,0.5296763,0.024568517,0.048182778
3560,0.033009753,0.07506807,0.20068625,0.6912359
6876,0.054466914,0.06691488,0.32911527,0.5495029
6440,0.0024516492,0.012299852,0.06513225,0.92011625
6350,0.31294116,0.6149009,0.012822009,0.05933601
4829,0.009228049,0.010054423,0.33445096,0.6462665
9192,0.0038444432,0.009959756,0.17166713,0.8145287
4290,0.028897913,0.045303,0.34321725,0.5825818
8320,0.37977496,0.43095636,0.05924107,0.13002765
9150,0.044021036,0.19231194,0.11049333,0.6531737
3777,0.3003714,0.54177904,0.06355307,0.09429645
7103,0.3436716,0.48296624,0.07487631,0.09848581
4412,0.0036108678,0.013405564,0.12320905,0.8597745
4712,0.39442083,0.5372669,0.024466002,0.043846294
7478,0.0052698045,0.0051002833,0.28237635,0.7072535
6433,0.0015529137,0.006206089,0.17551,0.816731
8984,0.061764568,0.20918389,0.1331043,0.59594727
3870,0.33619338,0.60836846,0.026515663,0.0289225
4428,0.0034879225,0.01536414,0.089763604,0.89138436
1053,0.054975327,0.05782134,0.1872438,0.6999595
6242,0.0059669586,0.10125671,0.03421659,0.8585598
3138,0.30075645,0.6346942,0.017869046,0.04668033
6142,0.0018456591,0.008372743,0.09935812,0.8904234
3295,0.021197416,0.04408734,0.157148,0.77756727
4795,0.32795104,0.59719855,0.02675595,0.04809449
8020,0.3375337,0.6188441,0.01650073,0.02712145
1837,0.0064405734,0.0042134654,0.142717,0.84662896
3776,0.043375194,0.24681,0.15078601,0.5590288
5080,0.00514186,0.011255617,0.12658538,0.85701716
33,0.0013871362,0.0031854652,0.18375865,0.81166875
6251,0.0030365179,0.010613084,0.0798802,0.90647024
514,0.0021713516,0.0033434967,0.119890906,0.8745943
5667,0.06313237,0.054472093,0.2821543,0.60024124
5039,0.006108082,0.00677619,0.22292031,0.7641954
3412,0.2994394,0.6396043,0.020138059,0.04081828
3752,0.26001585,0.46948224,0.07795748,0.19254448
7330,0.004756029,0.018447772,0.11888835,0.8579079
1777,0.04290543,0.03631467,0.23507912,0.6857008
388,0.0032458983,0.0060082236,0.1727909,0.817955
8193,0.0065088337,0.011953205,0.22469123,0.7568468
7304,0.040468026,0.054759454,0.2553769,0.6493956
7745,0.0035190838,0.013281782,0.09197855,0.8912206
4280,0.033993833,0.048631363,0.19106214,0.72631264
9283,0.0021236094,0.004260162,0.2202545,0.7733618
8361,0.5785328,0.36421692,0.025362197,0.031888094
3861,0.3764135,0.42667392,0.07242958,0.124483
3240,0.30979228,0.59448814,0.030164963,0.06555456
4033,0.085457824,0.10680226,0.37660083,0.4311391
8380,0.5905362,0.37824255,0.014672535,0.016548727
4344,0.5818415,0.17087185,0.06858763,0.17869899
8015,0.48532158,0.4740038,0.01749849,0.02317613
1083,0.0022163005,0.008175135,0.057688516,0.93192
5272,0.025714083,0.028203143,0.5425104,0.40357238
8559,0.56117886,0.39911267,0.018822778,0.020885687
7486,0.04530511,0.051193602,0.31100336,0.59249794
3382,0.5524773,0.3707239,0.0333094,0.04348937
2671,0.0016234156,0.0047112238,0.11610867,0.8775567
8772,0.044753138,0.022685573,0.15582077,0.7767405
2622,0.0063796295,0.007278612,0.084154025,0.9021877
7686,0.06379684,0.07872012,0.33159772,0.52588534
6739,0.2511606,0.67675495,0.018743848,0.05334059
4558,0.2897492,0.6297532,0.033777386,0.04672026
1639,0.009277102,0.026213486,0.052108392,0.9124011
8252,0.43494228,0.51209164,0.011471074,0.04149504
2752,0.0009135787,0.003437547,0.06832069,0.92732817
5803,0.00040858105,0.001132998,0.03561984,0.9628386
6597,0.0015327198,0.005537605,0.06075025,0.9321794
6854,0.00639113,0.02928718,0.065980256,0.8983414
1237,0.0013554936,0.0030887395,0.1437918,0.851764
4761,0.004089894,0.007935194,0.2559888,0.73198605
7909,0.41451725,0.53405505,0.015303888,0.03612382
6880,0.12693354,0.28196514,0.15531106,0.43579027
9072,0.029112145,0.048427705,0.23451264,0.6879475
2163,0.31100053,0.61860657,0.032574173,0.037818726
4883,0.027939536,0.06373168,0.1969515,0.7113773
3813,0.26678368,0.6727817,0.015950326,0.044484213
6320,0.01454942,0.06050015,0.16986965,0.7550808
4691,0.40397945,0.56162345,0.014247018,0.020150058
8368,0.32701972,0.61997986,0.016280917,0.03671951
6570,0.2525133,0.55047953,0.06508203,0.13192518
1127,0.41789594,0.48222047,0.047847785,0.05203576
4491,0.0012882407,0.0027445275,0.068855666,0.9271115
2110,0.36003312,0.57722336,0.019333538,0.043409973
9119,0.0025303059,0.011046805,0.12930945,0.8571135
2970,0.06032378,0.067874074,0.24566291,0.6261392
6487,0.026060559,0.04572325,0.17183188,0.7563844
8805,0.37509924,0.5537483,0.01860433,0.052548148
4153,0.02024947,0.018452171,0.17837718,0.78292114
6621,0.30687505,0.61247724,0.029936478,0.050711177
6026,0.26908085,0.6560005,0.026540177,0.04837845
4546,0.3291905,0.6218729,0.02202563,0.02691095
2169,0.30977115,0.60691684,0.032026906,0.05128507
7445,0.21459535,0.7179689,0.017209547,0.050226238
7731,0.0019137436,0.007864219,0.25140336,0.7388187
5741,0.022760976,0.017183647,0.21404059,0.7460148
6265,0.36550778,0.5844771,0.014808785,0.035206333
1221,0.27361077,0.45600134,0.10023774,0.17015013
3037,0.443935,0.48720083,0.040535033,0.02832916
5996,0.02381802,0.040961955,0.23157813,0.7036419
4160,0.38066447,0.5628493,0.018212426,0.038273845
6136,0.019114027,0.017363038,0.11147353,0.8520494
3463,0.00250188,0.009996989,0.13793169,0.84956944
5644,0.44575727,0.5124247,0.014856265,0.026961764
8044,0.34484217,0.5935384,0.023229558,0.038389858
7721,0.40818748,0.5439657,0.020620678,0.027226143
6484,0.3815697,0.5679584,0.011761671,0.038710184
3320,0.19422798,0.4771233,0.040885918,0.2877628
1771,0.32338166,0.58830506,0.022469155,0.065844074
6804,0.009271594,0.010096772,0.32639828,0.6542334
6754,0.3069605,0.42487794,0.09641499,0.17174663
8341,0.249803,0.39823785,0.06010872,0.2918504
1379,0.36765262,0.5676863,0.02021217,0.044448838
820,0.4673128,0.47726172,0.019622596,0.035802893
4003,0.42003682,0.52659523,0.022747861,0.030620068
7362,0.028801773,0.16495074,0.18352938,0.62271816
823,0.32534027,0.34179816,0.12341579,0.20944574
7332,0.06283691,0.17404933,0.12966229,0.63345146
3215,0.06727126,0.024305157,0.27446935,0.6339542
3476,0.03561142,0.058413003,0.1777423,0.7282333
2079,0.4901746,0.46103147,0.01993676,0.02885721
847,0.0036458815,0.006815783,0.18496706,0.8045713
380,0.49673334,0.42454696,0.038354512,0.04036519
5738,0.42003638,0.5151027,0.019869339,0.044991605
159,0.00478082,0.01057876,0.4025707,0.5820697
4666,0.10946233,0.07965479,0.25240508,0.5584778
685,0.64460295,0.26517743,0.04940344,0.040816143
639,0.03401208,0.021696663,0.35639027,0.587901
5410,0.03358219,0.04004064,0.3949354,0.5314418
7917,0.003500716,0.020765983,0.08657666,0.88915664
3584,0.26885012,0.672121,0.015287972,0.043740958
3068,0.31400308,0.51880866,0.054185007,0.11300328
3689,0.021554226,0.048130322,0.19487038,0.735445
6319,0.06361849,0.22219934,0.15955186,0.55463034
3401,0.23560674,0.56748426,0.070423774,0.12648523
4061,0.04294539,0.13143791,0.10840203,0.71721464
3585,0.20557962,0.5316884,0.06326222,0.19946976
7611,0.44738585,0.50607616,0.017883765,0.028654244
4152,0.25297755,0.2445691,0.17691682,0.32553652
3221,0.0686187,0.06920587,0.20283782,0.6593376
2275,0.038535897,0.028190056,0.12596019,0.80731386
5794,0.45541957,0.4972089,0.0218687,0.02550283
6755,0.4497873,0.5105726,0.018043917,0.021596208
4231,0.00347463,0.017113537,0.059108295,0.9203035
7487,0.046306826,0.0582215,0.26261175,0.6328599
8406,0.048287872,0.045016907,0.26952198,0.63717324
8744,0.38842508,0.5762689,0.012846403,0.022459578
4053,0.35843477,0.60454595,0.014774035,0.022245243
4882,0.36149892,0.59438574,0.010083325,0.034032013
6707,0.30012283,0.3783845,0.08794641,0.23354624
849,0.0012127345,0.0019313048,0.12607251,0.87078345
4137,0.49765578,0.35657328,0.067353755,0.078417145
1257,0.41979218,0.5085846,0.021298928,0.050324313
7678,0.5584184,0.37153268,0.03831928,0.031729635
7834,0.38809797,0.40895,0.099445716,0.103506304
1082,0.4160168,0.47983128,0.0254237,0.07872828
1499,0.06907063,0.009700417,0.32163402,0.5995949
9015,0.53924155,0.40010372,0.018430367,0.04222433
7078,0.6454867,0.279632,0.026777258,0.048104055
5931,0.66828734,0.2730225,0.03643782,0.022252366
7462,0.0033907485,0.010661149,0.28730938,0.6986387
2786,0.044756934,0.12109367,0.0919196,0.7422298
582,0.0036267368,0.007641924,0.120374314,0.868357
1928,0.0009876585,0.0039607706,0.06740519,0.9276464
2922,0.0005903965,0.0012142372,0.06279975,0.9353956
189,0.0030169832,0.0039401865,0.3686047,0.6244381
4187,0.0028876055,0.0058484804,0.16086386,0.83040005
265,0.024968201,0.03906615,0.26075757,0.6752081
1876,0.0010040142,0.0035418952,0.08172238,0.9137317
5263,0.004304845,0.005849666,0.14040095,0.84944457
2418,0.0015889087,0.0039961264,0.09555918,0.8988558
592,0.0055534933,0.0056871697,0.29813704,0.6906223
472,0.06023391,0.04501552,0.31339034,0.5813602
9,0.035331953,0.0115388995,0.476144,0.47698516
2431,0.0007220125,0.0015968122,0.057887405,0.9397938
4114,0.011048242,0.01863586,0.08751037,0.8828055
7708,0.5282429,0.40321505,0.03318058,0.035361525
83,0.0023196507,0.0026615683,0.12729023,0.8677286
6456,0.3552882,0.57618564,0.021951064,0.046575062
1170,0.00304849,0.0056466176,0.10639759,0.8849073
5852,0.0027302383,0.005088707,0.14091063,0.85127044
1957,0.3090763,0.4172674,0.085178755,0.18847752
3918,0.32569745,0.6118034,0.0226908,0.039808337
349,0.0031209772,0.011722349,0.071435355,0.9137213
7729,0.0005149791,0.0019060955,0.03956698,0.9580119
2727,0.00057801465,0.0010695552,0.014255133,0.9840973
3237,0.0011018487,0.0016772834,0.037421927,0.95979893
8715,0.00093170715,0.0024829465,0.0784683,0.91811705
4854,0.0010620978,0.0024235398,0.055142086,0.9413723
649,0.0015919795,0.004510159,0.056563083,0.9373348
1761,0.0030554624,0.010527768,0.14456306,0.8418537
1563,0.3971939,0.36777648,0.102439694,0.1325899
7307,0.002970189,0.007978835,0.11330204,0.87574893
345,0.0039272048,0.0111532295,0.11886019,0.8660594
733,0.0022453582,0.007800514,0.093576536,0.89637756
7860,0.0021860667,0.00910337,0.05460327,0.93410736
653,0.26164043,0.37623802,0.13557328,0.2265483
143,0.0071174577,0.0064316723,0.14207011,0.8443808
346,0.0021550413,0.011410965,0.18382376,0.80261016
2684,0.48721305,0.3189582,0.07203468,0.12179411
1535,0.015427456,0.0158261,0.07831844,0.890428
7164,0.0023059226,0.01413329,0.122672096,0.8608887
593,0.0013777198,0.0011233282,0.03539214,0.96210676
699,0.0011913502,0.0018766304,0.053951155,0.9429809
1272,0.0009250968,0.003491194,0.036905624,0.9586781
4695,0.00096770166,0.003230826,0.07600558,0.9197959
40,0.42109197,0.49555498,0.05815518,0.025197841
139,0.027936509,0.011130818,0.16710564,0.79382706
66,0.008866295,0.034589488,0.2637387,0.6928055
9279,0.0048788963,0.01573996,0.16168757,0.8176936
6215,0.25290948,0.40691507,0.10898248,0.23119292
2886,0.00898585,0.015346871,0.19207336,0.7835939
5628,0.0054970146,0.040630706,0.041292783,0.91257954
602,0.0045510298,0.0072418265,0.10971398,0.87849313
7299,0.001774021,0.009694577,0.117459774,0.87107164
7115,0.00063481194,0.0039089476,0.047955506,0.94750077
6787,0.26185066,0.40841708,0.10762647,0.22210585
4269,0.0039140205,0.0066532725,0.20432359,0.7851091
2221,0.001576278,0.008844139,0.10824474,0.8813348
7167,0.0075687747,0.046927497,0.077805586,0.86769813
9193,0.0035111685,0.009615635,0.118558496,0.86831474
5404,0.009135147,0.005141986,0.15192746,0.8337954
6936,0.044101443,0.23055184,0.10926427,0.61608243
7461,0.3366537,0.5210639,0.061890144,0.08039221
1548,0.002160336,0.005732149,0.07877151,0.91333604
227,0.0011215942,0.0028991986,0.053446114,0.94253314
7296,0.021927081,0.04067094,0.20722611,0.73017585
94,0.062036466,0.021124637,0.4105941,0.5062448
23,0.013830048,0.011505706,0.16997932,0.80468494
6284,0.0023832216,0.010634658,0.045601584,0.9413805
971,0.026371272,0.011333665,0.10728304,0.85501206
974,0.004479255,0.006634282,0.051548712,0.9373378
4058,0.00063541654,0.0034639984,0.03822039,0.95768017
695,0.0016465232,0.004459105,0.10091463,0.89297974
8511,0.0022133926,0.0074675223,0.06651483,0.9238042
9226,0.0037514379,0.015563958,0.07977433,0.90091026
1989,0.0010880975,0.006147792,0.120068036,0.8726961
5530,0.33916396,0.4178602,0.06527797,0.17769785
2955,0.0036555887,0.011979111,0.04488575,0.93947953
408,0.050601967,0.028388081,0.17330508,0.74770486
7643,0.0010381539,0.0061123148,0.08453383,0.9083157
1148,0.0050660362,0.0072842753,0.11713876,0.87051094
1056,0.0030656573,0.0058019594,0.14382671,0.84730566
168,0.0041598403,0.018906202,0.1906781,0.7862559
6202,0.02602013,0.013157537,0.20302159,0.75780076
410,0.01444343,0.018586084,0.16414586,0.8028247
240,0.0020718258,0.007397471,0.19376814,0.7967626
2492,0.0010330318,0.0037536575,0.06457435,0.9306389
5441,0.027073264,0.1198306,0.122187465,0.73090863
479,0.011307335,0.0075977813,0.07704531,0.9040496
5731,0.08033669,0.35237017,0.053672783,0.5136203
7266,0.00078864844,0.0020552366,0.02095313,0.97620296
533,0.001048153,0.0030250165,0.039474685,0.9564522
3313,0.010179426,0.044936076,0.1696507,0.7752338
2434,0.00083118887,0.0022284663,0.041346516,0.9555938
4846,0.011753743,0.011199404,0.13029341,0.8467535
444,0.017968893,0.026272563,0.4131543,0.54260427
1523,0.002184347,0.007304456,0.27647132,0.71403986
454,0.33272734,0.2976907,0.13075264,0.23882931
6546,0.0012563926,0.0018338358,0.08268286,0.91422695
384,0.0042285174,0.0057872874,0.2695835,0.7204007
355,0.0031253675,0.008920566,0.07234344,0.9156107
4093,0.018273188,0.035001777,0.09881063,0.8479144
2626,0.004652635,0.0041692453,0.057678312,0.9334999
140,0.007127854,0.0065173125,0.10669428,0.8796606
6572,0.059534643,0.16427566,0.1804752,0.59571445
152,0.0020991885,0.0026543962,0.041876595,0.95336986
469,0.20999369,0.27975,0.07882229,0.431434
5621,0.40533158,0.36569843,0.073815346,0.15515468
662,0.001055161,0.0049136765,0.12910564,0.8649255
3260,0.49062556,0.31395233,0.07739864,0.11802346
803,0.0013480601,0.004894857,0.16621871,0.8275383
5203,0.009570957,0.014131434,0.07294604,0.90335155
6538,0.0006617279,0.0032102813,0.058762703,0.93736523
8048,0.009058058,0.065406024,0.07051635,0.85501957
7772,0.2205642,0.4653748,0.06479531,0.24926566
300,0.0036046256,0.01378131,0.13434903,0.848265
1101,0.3246121,0.34564108,0.15705404,0.17269273
7058,0.45433116,0.5082995,0.017001586,0.020367747
1013,0.010489159,0.0074857087,0.2941079,0.68791723
6289,0.234064,0.71164006,0.016530499,0.037765443
6426,0.38681427,0.5814099,0.009897786,0.02187805
5756,0.3385266,0.6232944,0.014038629,0.024140324
3938,0.4459882,0.50914514,0.018530808,0.026335867
6902,0.15412399,0.36471093,0.23319465,0.24797043
2071,0.5647628,0.3993646,0.017180104,0.018692544
5641,0.5375122,0.37664378,0.043689117,0.042154886
5507,0.5581124,0.359216,0.04421736,0.03845426
4100,0.49092293,0.4716664,0.015718333,0.02169239
5618,0.2881347,0.6697652,0.011026091,0.031074015
6144,0.36215472,0.48605204,0.083841175,0.06795204
2404,0.4508277,0.5116494,0.01681703,0.02070586
7472,0.3760681,0.5738141,0.011841199,0.03827659
7865,0.061018474,0.0864676,0.38627356,0.46624032
2170,0.09040895,0.23403008,0.2369242,0.43863678
3852,0.28393134,0.653564,0.020649588,0.041855127
780,0.0007782327,0.0019686182,0.029836807,0.9674163
441,0.0051697795,0.008477576,0.15098967,0.835363
534,0.0015903978,0.0024353212,0.049947206,0.94602716
5613,0.3554091,0.556707,0.037406027,0.050477833
6955,0.0012486357,0.0048890985,0.103557944,0.8903044
2774,0.013543165,0.18154512,0.12021644,0.6846953
9306,0.3616884,0.561743,0.019854128,0.056714434
3982,0.028681805,0.046536934,0.16327961,0.76150167
6323,0.03171954,0.09619099,0.14239146,0.72969806
1157,0.19571795,0.42258683,0.087686494,0.2940087
6720,0.37251276,0.5906681,0.013451047,0.023368148
2569,0.0007021998,0.0016697042,0.041874614,0.95575345
9224,0.020629032,0.044468373,0.19999251,0.73491013
7186,0.38407084,0.44675425,0.07882496,0.09034999
244,0.34633133,0.30046946,0.20091787,0.15228139
948,0.28505993,0.32472315,0.15242592,0.23779097
5225,0.005587,0.0141972415,0.17420138,0.8060144
3410,0.44541535,0.51732236,0.015161069,0.022101214
6718,0.049293876,0.14882073,0.14800635,0.65387905
4345,0.01590348,0.038802616,0.143911,0.80138284
3565,0.36990538,0.5871545,0.016178655,0.026761465
5656,0.41414875,0.5351431,0.018019503,0.032688648
4208,0.02400144,0.045435168,0.11233829,0.8182251
8209,0.0062792697,0.011111754,0.30629888,0.6763101
676,0.008647647,0.006074445,0.26959303,0.71568483
7873,0.038030814,0.12202072,0.09662901,0.7433195
6811,0.4155994,0.42024872,0.07542426,0.08872767
5254,0.004350031,0.0066848113,0.238403,0.75056213
6016,0.014431997,0.013512796,0.22554079,0.74651444
3142,0.0017300767,0.0042409324,0.1108101,0.8832189
4289,0.3255704,0.39113083,0.11088626,0.1724125
2697,0.3678215,0.5795448,0.022564678,0.03006899
8879,0.39776245,0.50567764,0.03780368,0.05875624
6540,0.0048730997,0.0104196435,0.26885453,0.71585274
2270,0.021543074,0.04257492,0.17710096,0.758781
6904,0.004774145,0.013086316,0.22991772,0.75222176
2192,0.30404472,0.49007323,0.07339979,0.13248228
684,0.0012315739,0.0047848853,0.08224487,0.91173863
6665,0.02125431,0.04802645,0.17853898,0.7521802
4076,0.0062230937,0.012113176,0.307516,0.6741478
7013,0.020904865,0.071981646,0.30703187,0.6000816
3387,0.26742303,0.44677857,0.09262845,0.19316994
4701,0.20911318,0.5329324,0.053798247,0.20415616
7671,0.3712627,0.56464815,0.030517858,0.033571318
8345,0.008635135,0.009074641,0.20623267,0.77605754
6637,0.009767358,0.045963753,0.28191373,0.6623551
1176,0.20578536,0.27989033,0.057734184,0.45659012
1027,0.0035892474,0.00864555,0.1777934,0.80997175
217,0.0018206487,0.0045364327,0.17098388,0.822659
170,0.0050146203,0.0062746927,0.25875852,0.72995216
2184,0.4131841,0.4884158,0.042681817,0.05571823
7907,0.0007442915,0.001131603,0.095271766,0.90285236
3114,0.0020891735,0.008441921,0.050348468,0.9391205
4399,0.058712557,0.18487394,0.10424518,0.65216833
455,0.010060289,0.0091135455,0.0667061,0.91412
4626,0.25075424,0.6894861,0.016130844,0.04362885
8798,0.42445096,0.50481015,0.026684992,0.044053875
3504,0.0040207435,0.006752475,0.15471128,0.83451545
3664,0.3953445,0.38568237,0.1290886,0.08988451
8782,0.046513602,0.047984906,0.23244195,0.6730596
9247,0.46985185,0.44304013,0.03908776,0.04802024
6023,0.3514491,0.5823426,0.020460345,0.04574794
2440,0.0024837013,0.0038745485,0.2465693,0.74707246
1235,0.06572565,0.14905408,0.22219504,0.56302524
49,0.005208517,0.0061301426,0.2994177,0.6892437
1046,0.006339783,0.011407131,0.16313374,0.8191194
3512,0.006067658,0.0104285795,0.3317554,0.65174836
3356,0.66168976,0.2791903,0.026881006,0.032238957
203,0.0032302656,0.0042343,0.100391425,0.892144
1417,0.3581025,0.53976494,0.03875056,0.06338202
6417,0.0021234334,0.003332738,0.080108576,0.9144352
3373,0.019682603,0.0477442,0.20428742,0.72828573
8101,0.27656922,0.4328095,0.078330494,0.21229076
2279,0.0043813814,0.007432638,0.17720236,0.81098366
5463,0.026193447,0.05605576,0.22859322,0.6891576
6721,0.0076925047,0.014622464,0.29034528,0.6873398
7882,0.0009789899,0.0031521572,0.09413027,0.9017386
8873,0.0028458254,0.014337062,0.093983695,0.8888334
6325,0.04901168,0.1789642,0.16574548,0.6062786
5091,0.44107473,0.5142963,0.015864238,0.028764741
2348,0.48596784,0.4491225,0.021473542,0.043436117
6012,0.5670555,0.16874497,0.11362052,0.15057898
8468,0.11933397,0.17091598,0.32487676,0.38487327
7284,0.002702624,0.006516639,0.11756383,0.8732169
3681,0.009391058,0.021460326,0.285099,0.68404955
2388,0.31360948,0.6192745,0.030140541,0.036975473
3587,0.27669257,0.6305124,0.034899425,0.057895556
8926,0.35704973,0.60215443,0.016027126,0.024768736
1895,0.4396417,0.48748615,0.032585103,0.040287063
144,0.0053166267,0.0074141193,0.21053992,0.77672935
163,0.0024325016,0.0033471468,0.09703943,0.897181
1000,0.0073031015,0.0073978854,0.22030137,0.76499766
7843,0.04761419,0.291029,0.11543666,0.54592013
2731,0.013832425,0.012581248,0.32049593,0.6530904
4857,0.0071171396,0.0066527207,0.15734236,0.82888776
8996,0.39700365,0.32992363,0.12565342,0.14741933
495,0.023865787,0.033256993,0.24991502,0.6929622
6001,0.4224673,0.53995556,0.01253532,0.025041856
2649,0.004368932,0.0069044717,0.25983164,0.72889495
6695,0.004588545,0.007275134,0.17463319,0.8135031
5296,0.4013136,0.5372168,0.019483726,0.041985933
4391,0.2812899,0.6556181,0.019943357,0.04314871
5251,0.3051043,0.6435849,0.013573176,0.03773763
7435,0.22377293,0.54502463,0.08190028,0.14930212
6567,0.39046845,0.5435814,0.022014162,0.04393599
3411,0.30985317,0.6418421,0.017178329,0.03112644
8642,0.23652922,0.23393045,0.25455958,0.27498072
5380,0.0030811734,0.007876753,0.152975,0.8360671
1069,0.22029665,0.4378708,0.0793679,0.2624646
4928,0.0073736357,0.025532352,0.07431794,0.8927761
1650,0.043269638,0.04041,0.16094926,0.7553711
6696,0.0031359957,0.0062619536,0.14444257,0.8461595
3910,0.0115707,0.012213078,0.06640908,0.9098071
8763,0.35711268,0.5597381,0.01880557,0.06434367
9244,0.360474,0.59653556,0.013887666,0.02910274
5481,0.075716704,0.21979411,0.14526908,0.5592201
3950,0.06283768,0.17871363,0.15387455,0.60457414
5451,0.0031763602,0.011533741,0.16547596,0.8198139
2775,0.030017486,0.051618524,0.24528526,0.6730787
3441,0.03193566,0.33356738,0.16494623,0.46955076
7019,0.39467162,0.5487217,0.022744639,0.03386205
1861,0.020220395,0.03904196,0.175033,0.76570463
2655,0.010048437,0.011869941,0.29702756,0.6810541
9354,0.002037889,0.009777657,0.20139393,0.78679055
6448,0.38256416,0.5712773,0.013785924,0.032372624
8021,0.04452555,0.37592965,0.13504359,0.44450125
8908,0.009453363,0.019168014,0.28280324,0.6885754
8678,0.005963689,0.019013382,0.2480034,0.72701955
6899,0.0038290597,0.015340778,0.1486675,0.8321626
6825,0.34739035,0.57489616,0.019301148,0.058412377
6469,0.2996912,0.43822166,0.1029956,0.15909152
2342,0.53054214,0.41677403,0.018640297,0.034043558
4665,0.04043888,0.076123536,0.23068969,0.65274787
4968,0.005058405,0.020696253,0.15915032,0.815095
8376,0.110160105,0.22609457,0.15066817,0.51307714
5659,0.0056447205,0.026895948,0.19017424,0.77728504
2174,0.0052754697,0.010328066,0.18780862,0.7965878
5806,0.5593482,0.38662907,0.019837623,0.034185074
4601,0.015948894,0.013826153,0.32207555,0.6481494
2516,0.55950075,0.33736786,0.03163122,0.0715002
2098,0.012701433,0.056875117,0.13993771,0.79048574
1896,0.563886,0.35035935,0.031846344,0.05390833
9043,0.0028142466,0.012492402,0.08030442,0.9043889
3703,0.35955712,0.5653905,0.028688516,0.04636387
3819,0.010833419,0.014306912,0.3643115,0.6105482
631,0.0031642679,0.004905059,0.14231844,0.84961224
1543,0.046054866,0.08768215,0.10822527,0.75803775
2862,0.060210098,0.059413854,0.40186802,0.47850806
4454,0.006701778,0.0051700817,0.11439312,0.87373495
3511,0.4118128,0.5390509,0.018616112,0.030520253
2341,0.047184188,0.088215254,0.18218002,0.68242055
8251,0.10441003,0.15741332,0.28864667,0.44952998
3304,0.29338968,0.6408907,0.014112948,0.051606625
5951,0.0022459824,0.010879823,0.060613487,0.9262607
8630,0.42964908,0.4939904,0.019182462,0.0571781
2673,0.018954355,0.024652172,0.15010393,0.80628955
9173,0.5277031,0.4335896,0.010440289,0.028266985
8675,0.20680764,0.7066035,0.020009557,0.06657925
4046,0.007835282,0.020991992,0.21168305,0.7594897
1051,0.3105059,0.41682667,0.08780677,0.18486074
7432,0.37847796,0.58721805,0.014354509,0.019949537
4978,0.382722,0.5483724,0.019430742,0.049474884
1947,0.012549726,0.028597781,0.2645123,0.6943402
2570,0.0069630174,0.0069251247,0.18679188,0.79932
7006,0.42581487,0.41266692,0.074939944,0.086578265
2227,0.40615478,0.5087366,0.032069884,0.053038698
1475,0.5339425,0.3097775,0.070815094,0.085464865
7308,0.38063928,0.36577937,0.10824733,0.14533398
1049,0.49442893,0.34696054,0.08124415,0.077366404
9353,0.012277584,0.015200115,0.39634576,0.5761765
1016,0.09239824,0.05980527,0.383675,0.46412143
968,0.5487947,0.20067136,0.14149982,0.10903411
8817,0.4444998,0.32538906,0.10326529,0.12684582
3544,0.44320127,0.29254305,0.15611556,0.108140126
8661,0.44617534,0.5192755,0.016486196,0.018062953
2939,0.026528487,0.043366328,0.23056713,0.69953805
9208,0.06791667,0.047853548,0.21496227,0.66926754
2008,0.47974178,0.48017675,0.017926116,0.022155296
1490,0.04139633,0.05027299,0.22720987,0.6811208
3220,0.23199284,0.5404157,0.07592412,0.15166728
2630,0.481738,0.46773073,0.019190986,0.031340316
4919,0.26851875,0.54130375,0.06429416,0.12588333
9393,0.34421825,0.5051095,0.05023957,0.10043269
8655,0.4277882,0.5389149,0.011125468,0.022171434
7125,0.005439858,0.009611224,0.18323524,0.8017137
6225,0.011503525,0.015573466,0.2526738,0.72024924
5855,0.22549601,0.35137293,0.22041865,0.20271243
3969,0.5606299,0.38518822,0.03434266,0.019839175
1521,0.4301567,0.3051753,0.1382953,0.12637272
8662,0.56383824,0.4006831,0.016854448,0.01862422
4844,0.57157516,0.36632067,0.025273701,0.036830444
3642,0.023787925,0.03807067,0.21283604,0.7253054
9329,0.0036422813,0.004907137,0.50485235,0.48659822
494,0.38462326,0.4055975,0.057736617,0.15204264
9106,0.25776663,0.5618954,0.056024063,0.1243139
6821,0.24865524,0.5747221,0.06253978,0.11408287
8479,0.41113618,0.5582116,0.011887817,0.018764367
7755,0.27411982,0.66935956,0.017887851,0.03863277
2580,0.2609333,0.5372259,0.07917879,0.12266198
3936,0.03620471,0.118853875,0.13561793,0.7093235
6778,0.0033730897,0.015119418,0.14734252,0.834165
9237,0.001956451,0.007412981,0.07030051,0.92033005
8523,0.37559322,0.5866618,0.0122532,0.025491787
8736,0.021065954,0.047150217,0.18458322,0.7472006
2891,0.018420508,0.02547996,0.14064747,0.81545204
7201,0.004006661,0.014479653,0.15610777,0.82540596
287,0.004734481,0.033659518,0.1403176,0.82128835
5630,0.32613745,0.6139868,0.019381367,0.040494367
3344,0.056305286,0.01174785,0.2213181,0.71062875
6923,0.02763163,0.044245563,0.4603888,0.46773404
8392,0.0026648303,0.0066788928,0.05298284,0.9376734
8907,0.0017016388,0.007039251,0.14201023,0.8492489
1955,0.0056949477,0.02157027,0.09777594,0.8749588
8718,0.0008776775,0.0035102665,0.105734535,0.8898775
2595,0.0030945207,0.008026193,0.17873354,0.81014574
